ID,Kind,Common Name,Scientific Name,Family,Care Level,Sensitivity,Min pH,Ideal pH,Max pH,Min Temp (C),Ideal Temp (C),Max Temp (C),Min Ammonia (ppm),Ideal Ammonia (ppm),Max Safe Ammonia (ppm),Min Nitrite (ppm),Ideal Nitrite (ppm),Max Safe Nitrite (ppm),Min Nitrate (ppm),Ideal Nitrate (ppm),Max Safe Nitrate (ppm),Min Dissolved O2 (mg/L),Ideal Dissolved O2 (mg/L),Max Dissolved O2 (mg/L),Notes,Source
84,Fish,Red Tail Shark,Epalzeorhynchos bicolor,Cyprinidae,Moderate,Medium,6.5,7.0,7.5,22.0,24.0,26.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,8.0,20.0,6.5,8.3,12.0,Red Tail Shark stays healthy when ammonia and nitrite are 0 and nitrate stays under the max.,Fish catalog
85,Fish,Rainbow Shark,Epalzeorhynchos frenatum,Cyprinidae,Moderate,Medium,6.5,7.0,7.5,22.0,24.5,27.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,8.0,20.0,6.5,8.3,12.0,Rainbow Shark stays healthy when ammonia and nitrite are 0 and nitrate stays under the max.,Fish catalog
86,Fish,Roseline Shark,Sahyadria denisonii,Cyprinidae,Moderate,Medium,6.5,7.15,7.8,15.0,18.5,22.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,8.0,20.0,6.6,8.4,12.0,Roseline Shark stays healthy when ammonia and nitrite are 0 and nitrate stays under the max.,Fish catalog
87,Fish,African Butterflyfish,Pantodon buchholzi,Pantodontidae,Difficult,High,6.0,6.75,7.5,24.0,26.0,28.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,4.0,10.0,6.0,7.8,12.0,African Butterflyfish is toxin-sensitive. Ammonia and nitrite must stay at 0 ppm.,Fish catalog
88,Fish,Elephant Nose Fish,Gnathonemus petersii,Mormyridae,Difficult,High,6.0,6.6,7.2,24.0,26.0,28.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,4.0,10.0,6.2,8.0,12.0,Elephant Nose Fish is toxin-sensitive. Ammonia and nitrite must stay at 0 ppm.,Fish catalog
89,Fish,Freshwater Pufferfish (Dwarf Puffer),Carinotetraodon travancoricus,Tetraodontidae,Moderate,High,7.0,7.5,8.0,24.0,26.0,28.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,4.0,10.0,6.4,8.2,12.0,Freshwater Pufferfish (Dwarf Puffer) is toxin-sensitive. Ammonia and nitrite must stay at 0 ppm.,Fish catalog
90,Fish,Ropefish,Erpetoichthys calabaricus,Polypteridae,Moderate,High,6.5,7.0,7.5,24.0,26.0,28.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,4.0,10.0,6.0,7.8,12.0,Ropefish is toxin-sensitive. Ammonia and nitrite must stay at 0 ppm.,Fish catalog
91,Fish,Freshwater Angelshark (Bala Shark),Balantiocheilos melanopterus,Cyprinidae,Moderate,Medium,6.0,7.0,8.0,22.0,25.0,28.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,8.0,20.0,6.6,8.4,12.0,Freshwater Angelshark (Bala Shark) stays healthy when ammonia and nitrite are 0 and nitrate stays under the max.,Fish catalog
92,Fish,Silver Arowana,Osteoglossum bicirrhosum,Osteoglossidae,Difficult,High,6.0,6.75,7.5,24.0,27.0,30.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,8.0,20.0,6.5,8.3,12.0,Silver Arowana needs tight water control. Test often and keep waste low.,Fish catalog
93,Fish,Black Arowana,Osteoglossum ferreirai,Osteoglossidae,Difficult,High,5.5,6.25,7.0,26.0,28.0,30.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,8.0,20.0,6.5,8.3,12.0,Black Arowana needs tight water control. Test often and keep waste low.,Fish catalog
94,Fish,Jardini Arowana (Australian Arowana),Scleropages jardinii,Osteoglossidae,Difficult,High,6.5,7.15,7.8,24.0,27.0,30.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,8.0,20.0,6.4,8.2,12.0,Jardini Arowana (Australian Arowana) needs tight water control. Test often and keep waste low.,Fish catalog
95,Fish,Asian Arowana (Golden/Red Dragon Fish),Scleropages formosus,Osteoglossidae,Difficult,High,6.0,6.75,7.5,26.0,28.0,30.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,8.0,20.0,6.5,8.3,12.0,Asian Arowana (Golden/Red Dragon Fish) needs tight water control. Test often and keep waste low.,Fish catalog
96,Fish,Flowerhorn Cichlid,Amphilophus hybrid,Cichlidae,Moderate,Medium,6.5,7.25,8.0,26.0,28.0,30.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,8.0,20.0,6.3,8.1,12.0,Flowerhorn Cichlid stays healthy when ammonia and nitrite are 0 and nitrate stays under the max.,Fish catalog
97,Fish,Green Terror,Andinoacara rivulatus,Cichlidae,Moderate,Medium,6.5,7.25,8.0,22.0,25.0,28.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,8.0,20.0,6.3,8.1,12.0,Green Terror stays healthy when ammonia and nitrite are 0 and nitrate stays under the max.,Fish catalog
98,Fish,Jaguar Cichlid,Parachromis managuensis,Cichlidae,Difficult,High,7.0,7.6,8.2,25.0,27.5,30.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,8.0,20.0,6.2,8.0,12.0,Jaguar Cichlid needs tight water control. Test often and keep waste low.,Fish catalog
99,Fish,Frontosa Cichlid,Cyphotilapia frontosa,Cichlidae,Moderate,Medium,7.8,8.4,9.0,24.0,25.5,27.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,8.0,20.0,6.4,8.2,12.0,Frontosa Cichlid stays healthy when ammonia and nitrite are 0 and nitrate stays under the max.,Fish catalog
100,Fish,Iridescent Shark (Pangasius),Pangasianodon hypophthalmus,Pangasiidae,Difficult,High,6.5,7.0,7.5,22.0,24.0,26.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,8.0,20.0,6.6,8.4,12.0,Iridescent Shark (Pangasius) needs tight water control. Test often and keep waste low.,Fish catalog
101,Fish,Redtail Catfish,Phractocephalus hemioliopterus,Pimelodidae,Difficult,High,6.0,6.75,7.5,22.0,24.5,27.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,8.0,20.0,6.4,8.2,12.0,Redtail Catfish needs tight water control. Test often and keep waste low.,Fish catalog
102,Fish,Tiger Shovelnose Catfish,Pseudoplatystoma tigrinum,Pimelodidae,Difficult,High,6.0,6.75,7.5,23.0,25.5,28.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,8.0,20.0,6.4,8.2,12.0,Tiger Shovelnose Catfish needs tight water control. Test often and keep waste low.,Fish catalog
103,Fish,Red-bellied Pacu,Piaractus brachypomus,Serrasalmidae,Difficult,High,6.0,6.75,7.5,23.0,25.5,28.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,8.0,20.0,6.4,8.2,12.0,Red-bellied Pacu needs tight water control. Test often and keep waste low.,Fish catalog
104,Fish,Indonesian Tiger Fish (Datnoid),Datnioides microlepis,Datnioididae,Difficult,High,6.5,7.15,7.8,24.0,26.0,28.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,8.0,20.0,6.3,8.1,12.0,Indonesian Tiger Fish (Datnoid) needs tight water control. Test often and keep waste low.,Fish catalog
105,Fish,Motoro Freshwater Stingray,Potamotrygon motoro,Potamotrygonidae,Difficult,High,6.0,6.75,7.5,24.0,26.0,28.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,6.0,15.0,6.5,8.3,12.0,Motoro Freshwater Stingray needs tight water control. Test often and keep waste low.,Fish catalog
106,Fish,Clown Knifefish,Chitala ornata,Notopteridae,Difficult,High,6.0,6.75,7.5,24.0,26.0,28.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,8.0,20.0,6.3,8.1,12.0,Clown Knifefish needs tight water control. Test often and keep waste low.,Fish catalog
107,Fish,Senegal Bichir (Dinosaur Eel),Polypterus senegalus,Polypteridae,Moderate,Medium,6.0,7.0,8.0,24.0,26.0,28.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,8.0,20.0,5.5,7.3,12.0,Senegal Bichir (Dinosaur Eel) stays healthy when ammonia and nitrite are 0 and nitrate stays under the max.,Fish catalog
108,Fish,Fire Eel,Mastacembelus erythrotaenia,Mastacembelidae,Moderate,Medium,6.5,7.0,7.5,24.0,26.0,28.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,8.0,20.0,6.2,8.0,12.0,Fire Eel stays healthy when ammonia and nitrite are 0 and nitrate stays under the max.,Fish catalog
109,Fish,Giant Gourami,Osphronemus goramy,Osphronemidae,Moderate,Medium,6.5,7.25,8.0,23.0,25.5,28.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,8.0,20.0,6.0,7.8,12.0,Giant Gourami stays healthy when ammonia and nitrite are 0 and nitrate stays under the max.,Fish catalog
110,Fish,Tinfoil Barb,Barbonymus schwanenfeldii,Cyprinidae,Moderate,Medium,6.0,6.75,7.5,22.0,25.0,28.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,8.0,20.0,6.5,8.3,12.0,Tinfoil Barb stays healthy when ammonia and nitrite are 0 and nitrate stays under the max.,Fish catalog
111,Fish,Electric Blue Acara,Andinoacara pulcher,Cichlidae,Moderate,Medium,6.5,7.25,8.0,22.0,25.0,28.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,8.0,20.0,6.3,8.1,12.0,Electric Blue Acara stays healthy when ammonia and nitrite are 0 and nitrate stays under the max.,Fish catalog
112,Fish,Jewel Cichlid,Hemichromis bimaculatus,Cichlidae,Moderate,Medium,6.5,7.0,7.5,22.0,25.0,28.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,8.0,20.0,6.3,8.1,12.0,Jewel Cichlid stays healthy when ammonia and nitrite are 0 and nitrate stays under the max.,Fish catalog
113,Fish,Pearlscale Geophagus,Geophagus brasiliensis,Cichlidae,Moderate,Medium,6.0,6.9,7.8,22.0,24.5,27.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,8.0,20.0,6.3,8.1,12.0,Pearlscale Geophagus stays healthy when ammonia and nitrite are 0 and nitrate stays under the max.,Fish catalog
114,Fish,Rainbow Cichlid,Herotilapia multispinosa,Cichlidae,Easy,Low,6.5,7.25,8.0,23.0,25.5,28.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,8.0,20.0,6.3,8.1,12.0,Rainbow Cichlid stays healthy when ammonia and nitrite are 0 and nitrate stays under the max.,Fish catalog
115,Fish,Hillstream Loach (Borneo Sucker),Sewellia lineolata,Gastromyzontidae,Moderate,High,6.5,7.0,7.5,20.0,22.0,24.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,6.0,15.0,7.0,8.8,12.0,Hillstream Loach (Borneo Sucker) stays healthy when ammonia and nitrite are 0 and nitrate stays under the max.,Fish catalog
116,Fish,Celestial Pearl Danio (Galaxy Rasbora),Danio margaritatus,Cyprinidae,Moderate,Medium,6.5,7.0,7.5,22.0,24.0,26.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,8.0,20.0,6.5,8.3,12.0,Celestial Pearl Danio (Galaxy Rasbora) stays healthy when ammonia and nitrite are 0 and nitrate stays under the max.,Fish catalog
117,Fish,Cherry Shrimp,Neocaridina davidi,Atyidae,Easy,High,6.5,7.25,8.0,20.0,23.0,26.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,8.0,20.0,6.0,7.8,12.0,"Cherry Shrimp needs stable, clean water. Copper and ammonia spikes are deadly.",Fish catalog
118,Fish,Blue Dream Shrimp,Neocaridina davidi var. Blue,Atyidae,Easy,High,6.5,7.25,8.0,20.0,23.0,26.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,8.0,20.0,6.0,7.8,12.0,"Blue Dream Shrimp needs stable, clean water. Copper and ammonia spikes are deadly.",Fish catalog
119,Fish,Red Rili Shrimp,Neocaridina davidi var. Red Rili,Atyidae,Easy,High,6.5,7.25,8.0,20.0,23.0,26.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,8.0,20.0,6.0,7.8,12.0,"Red Rili Shrimp needs stable, clean water. Copper and ammonia spikes are deadly.",Fish catalog
120,Fish,Amano Shrimp,Caridina multidentata,Atyidae,Easy,High,6.5,7.0,7.5,18.0,22.0,26.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,8.0,20.0,6.2,8.0,12.0,"Amano Shrimp needs stable, clean water. Copper and ammonia spikes are deadly.",Fish catalog
121,Fish,Bamboo Shrimp (Wood Shrimp),Atyopsis moluccensis,Atyidae,Moderate,High,6.5,7.0,7.5,22.0,25.0,28.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,8.0,20.0,6.3,8.1,12.0,"Bamboo Shrimp (Wood Shrimp) needs stable, clean water. Copper and ammonia spikes are deadly.",Fish catalog
122,Fish,Cardinal Sulawesi Shrimp,Caridina dennerli,Atyidae,Difficult,High,7.5,8.0,8.5,26.0,28.0,30.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,6.0,15.0,6.2,8.0,12.0,"Cardinal Sulawesi Shrimp needs stable, clean water. Copper and ammonia spikes are deadly.",Fish catalog
1001,Plant,Java Fern,Microsorum pteropus,Polypodiaceae,Easy,Low,6.0,6.75,7.5,20.0,24.0,28.0,0.0,0.0,0.25,0.0,0.0,0.75,5.0,18.0,45.0,4.0,6.5,12.0,Hardy aquarium plant. Tolerates a wider chemistry window than most fish.,Derived from plant catalog + aquarium chemistry rules
1002,Plant,Java Moss,Taxiphyllum barbieri,Hypnaceae,Easy,High,5.5,6.75,8.0,20.0,24.0,28.0,0.0,0.0,0.1,0.0,0.0,0.25,5.0,12.0,25.0,5.0,7.0,12.0,Sensitive foliage. Keep ammonia near 0 and nitrate moderate.,Derived from plant catalog + aquarium chemistry rules
1003,Plant,Anubias Nana,Anubias barteri var. nana,Araceae,Easy,Low,6.0,6.75,7.5,22.0,25.0,28.0,0.0,0.0,0.25,0.0,0.0,0.75,5.0,18.0,45.0,4.0,6.5,12.0,Hardy aquarium plant. Tolerates a wider chemistry window than most fish.,Derived from plant catalog + aquarium chemistry rules
1004,Plant,Anubias Barteri (Broad Leaf),Anubias barteri,Araceae,Easy,Low,6.0,6.75,7.5,22.0,25.0,28.0,0.0,0.0,0.25,0.0,0.0,0.75,5.0,18.0,45.0,4.0,6.5,12.0,Hardy aquarium plant. Tolerates a wider chemistry window than most fish.,Derived from plant catalog + aquarium chemistry rules
1005,Plant,Amazon Sword,Echinodorus bleheri,Alismataceae,Easy,Low,6.5,7.0,7.5,22.0,25.0,28.0,0.0,0.0,0.25,0.0,0.0,0.75,5.0,18.0,45.0,4.0,6.5,12.0,Hardy aquarium plant. Tolerates a wider chemistry window than most fish.,Derived from plant catalog + aquarium chemistry rules
1006,Plant,Cryptocoryne Wendtii,Cryptocoryne wendtii,Araceae,Easy,Low,6.0,6.75,7.5,22.0,25.0,28.0,0.0,0.0,0.25,0.0,0.0,0.75,5.0,18.0,45.0,4.0,6.5,12.0,Hardy aquarium plant. Tolerates a wider chemistry window than most fish.,Derived from plant catalog + aquarium chemistry rules
1007,Plant,Cryptocoryne Balansae,Cryptocoryne balansae,Araceae,Moderate,Medium,6.0,6.75,7.5,22.0,25.0,28.0,0.0,0.0,0.2,0.0,0.0,0.5,5.0,15.0,40.0,4.0,6.5,12.0,Hardy aquarium plant. Tolerates a wider chemistry window than most fish.,Derived from plant catalog + aquarium chemistry rules
1008,Plant,Cryptocoryne Parva,Cryptocoryne parva,Araceae,Moderate,Medium,6.0,6.75,7.5,22.0,25.0,28.0,0.0,0.0,0.2,0.0,0.0,0.5,5.0,15.0,40.0,4.0,6.5,12.0,Hardy aquarium plant. Tolerates a wider chemistry window than most fish.,Derived from plant catalog + aquarium chemistry rules
1009,Plant,Vallisneria (Straight),Vallisneria spiralis,Hydrocharitaceae,Easy,Low,6.5,7.25,8.0,20.0,24.0,28.0,0.0,0.0,0.25,0.0,0.0,0.75,5.0,18.0,50.0,4.0,6.5,12.0,Fast grower / floater — useful nitrate sink.,Derived from plant catalog + aquarium chemistry rules
1010,Plant,Hornwort,Ceratophyllum demersum,Ceratophyllaceae,Easy,Low,6.0,7.0,8.0,15.0,21.5,28.0,0.0,0.0,0.25,0.0,0.0,0.75,5.0,18.0,50.0,4.0,6.5,12.0,Fast grower / floater — useful nitrate sink.,Derived from plant catalog + aquarium chemistry rules
1011,Plant,Water Wisteria,Hygrophila difformis,Acanthaceae,Easy,Low,6.0,6.75,7.5,22.0,25.0,28.0,0.0,0.0,0.25,0.0,0.0,0.75,5.0,18.0,50.0,4.0,6.5,12.0,Fast grower / floater — useful nitrate sink.,Derived from plant catalog + aquarium chemistry rules
1012,Plant,Dwarf Hairgrass,Eleocharis acicularis,Cyperaceae,Moderate,High,6.0,6.75,7.5,18.0,23.0,28.0,0.0,0.0,0.1,0.0,0.0,0.25,5.0,12.0,25.0,5.0,7.0,12.0,Sensitive foliage. Keep ammonia near 0 and nitrate moderate.,Derived from plant catalog + aquarium chemistry rules
1013,Plant,Rotala Rotundifolia,Rotala rotundifolia,Lythraceae,Moderate,Medium,6.0,6.75,7.5,22.0,25.0,28.0,0.0,0.0,0.2,0.0,0.0,0.5,5.0,18.0,50.0,4.0,6.5,12.0,Fast grower / floater — useful nitrate sink.,Derived from plant catalog + aquarium chemistry rules
1014,Plant,Ludwigia Repens,Ludwigia repens,Onagraceae,Moderate,Medium,6.0,6.75,7.5,20.0,24.0,28.0,0.0,0.0,0.2,0.0,0.0,0.5,5.0,18.0,50.0,4.0,6.5,12.0,Fast grower / floater — useful nitrate sink.,Derived from plant catalog + aquarium chemistry rules
1015,Plant,Bacopa Monnieri,Bacopa monnieri,Plantaginaceae,Easy,Low,6.0,6.75,7.5,20.0,24.0,28.0,0.0,0.0,0.25,0.0,0.0,0.75,5.0,18.0,45.0,4.0,6.5,12.0,Hardy aquarium plant. Tolerates a wider chemistry window than most fish.,Derived from plant catalog + aquarium chemistry rules
1016,Plant,Hygrophila Polysperma,Hygrophila polysperma,Acanthaceae,Easy,Low,6.0,6.75,7.5,22.0,25.0,28.0,0.0,0.0,0.25,0.0,0.0,0.75,5.0,18.0,50.0,4.0,6.5,12.0,Fast grower / floater — useful nitrate sink.,Derived from plant catalog + aquarium chemistry rules
1017,Plant,Ambulia (Limnophila),Limnophila sessiliflora,Plantaginaceae,Easy,Low,6.0,6.75,7.5,20.0,24.0,28.0,0.0,0.0,0.25,0.0,0.0,0.75,5.0,18.0,50.0,4.0,6.5,12.0,Fast grower / floater — useful nitrate sink.,Derived from plant catalog + aquarium chemistry rules
1018,Plant,Duckweed,Lemna minor,Araceae,Easy,Low,5.0,6.5,8.0,15.0,22.5,30.0,0.0,0.0,0.3,0.0,0.0,0.75,5.0,20.0,60.0,3.5,6.5,12.0,Fast grower / floater — useful nitrate sink.,Derived from plant catalog + aquarium chemistry rules
1019,Plant,Water Lettuce,Pistia stratiotes,Araceae,Easy,Low,6.0,6.75,7.5,20.0,25.0,30.0,0.0,0.0,0.3,0.0,0.0,0.75,5.0,20.0,60.0,3.5,6.5,12.0,Fast grower / floater — useful nitrate sink.,Derived from plant catalog + aquarium chemistry rules
1020,Plant,Amazon Frogbit,Limnobium laevigatum,Hydrocharitaceae,Easy,Low,6.0,6.75,7.5,20.0,24.0,28.0,0.0,0.0,0.3,0.0,0.0,0.75,5.0,20.0,60.0,3.5,6.5,12.0,Fast grower / floater — useful nitrate sink.,Derived from plant catalog + aquarium chemistry rules
1021,Plant,Salvinia (Water Fern),Salvinia natans,Salviniaceae,Easy,Low,6.0,6.75,7.5,20.0,24.0,28.0,0.0,0.0,0.3,0.0,0.0,0.75,5.0,20.0,60.0,3.5,6.5,12.0,Fast grower / floater — useful nitrate sink.,Derived from plant catalog + aquarium chemistry rules
1022,Plant,Cabomba (Green),Cabomba caroliniana,Cabombaceae,Moderate,Medium,6.0,6.5,7.0,20.0,23.0,26.0,0.0,0.0,0.2,0.0,0.0,0.5,5.0,18.0,50.0,4.0,6.5,12.0,Fast grower / floater — useful nitrate sink.,Derived from plant catalog + aquarium chemistry rules
1023,Plant,Egeria/Elodea (Anacharis),Egeria densa,Hydrocharitaceae,Easy,Low,6.0,6.75,7.5,15.0,20.5,26.0,0.0,0.0,0.25,0.0,0.0,0.75,5.0,18.0,50.0,4.0,6.5,12.0,Fast grower / floater — useful nitrate sink.,Derived from plant catalog + aquarium chemistry rules
1024,Plant,Red Tiger Lotus,Nymphaea zenkeri,Nymphaeaceae,Moderate,Medium,6.0,6.75,7.5,22.0,25.0,28.0,0.0,0.0,0.2,0.0,0.0,0.5,5.0,15.0,40.0,4.0,6.5,12.0,Hardy aquarium plant. Tolerates a wider chemistry window than most fish.,Derived from plant catalog + aquarium chemistry rules
1025,Plant,Marsilea Hirsuta,Marsilea hirsuta,Marsileaceae,Moderate,High,6.0,6.75,7.5,20.0,24.0,28.0,0.0,0.0,0.1,0.0,0.0,0.25,5.0,12.0,25.0,5.0,7.0,12.0,Sensitive foliage. Keep ammonia near 0 and nitrate moderate.,Derived from plant catalog + aquarium chemistry rules
1026,Plant,Staurogyne Repens,Staurogyne repens,Acanthaceae,Moderate,Medium,6.0,6.75,7.5,22.0,25.0,28.0,0.0,0.0,0.2,0.0,0.0,0.5,5.0,15.0,40.0,4.0,6.5,12.0,Hardy aquarium plant. Tolerates a wider chemistry window than most fish.,Derived from plant catalog + aquarium chemistry rules
1027,Plant,Monte Carlo,Micranthemum tweediei,Linderniaceae,Difficult,High,6.0,6.75,7.5,20.0,23.0,26.0,0.0,0.0,0.1,0.0,0.0,0.25,5.0,12.0,25.0,5.0,7.0,12.0,Sensitive foliage. Keep ammonia near 0 and nitrate moderate.,Derived from plant catalog + aquarium chemistry rules
1028,Plant,Dwarf Baby Tears (HC Cuba),Hemianthus callitrichoides,Linderniaceae,Difficult,High,6.0,6.75,7.5,20.0,23.0,26.0,0.0,0.0,0.1,0.0,0.0,0.25,5.0,12.0,25.0,5.0,7.0,12.0,Sensitive foliage. Keep ammonia near 0 and nitrate moderate.,Derived from plant catalog + aquarium chemistry rules
1029,Plant,Christmas Moss,Vesicularia montagnei,Hypnaceae,Easy,High,5.5,6.5,7.5,20.0,23.0,26.0,0.0,0.0,0.1,0.0,0.0,0.25,5.0,12.0,25.0,5.0,7.0,12.0,Sensitive foliage. Keep ammonia near 0 and nitrate moderate.,Derived from plant catalog + aquarium chemistry rules
1030,Plant,Riccia Fluitans,Riccia fluitans,Ricciaceae,Moderate,High,6.0,6.75,7.5,18.0,22.0,26.0,0.0,0.0,0.3,0.0,0.0,0.75,5.0,20.0,60.0,3.5,7.0,12.0,Fast grower / floater — useful nitrate sink. Sensitive foliage. Keep ammonia near 0 and nitrate moderate.,Derived from plant catalog + aquarium chemistry rules
1031,Plant,Water Sprite,Ceratopteris thalictroides,Pteridaceae,Easy,Low,6.0,6.75,7.5,20.0,24.0,28.0,0.0,0.0,0.3,0.0,0.0,0.75,5.0,20.0,60.0,3.5,6.5,12.0,Fast grower / floater — useful nitrate sink.,Derived from plant catalog + aquarium chemistry rules
1032,Plant,Banana Plant,Nymphoides aquatica,Menyanthaceae,Easy,Low,6.0,6.75,7.5,20.0,24.0,28.0,0.0,0.0,0.25,0.0,0.0,0.75,5.0,18.0,45.0,4.0,6.5,12.0,Hardy aquarium plant. Tolerates a wider chemistry window than most fish.,Derived from plant catalog + aquarium chemistry rules
1033,Plant,Marimo Moss Ball,Aegagropila linnaei,Cladophoraceae,Easy,Low,6.0,6.75,7.5,18.0,21.5,25.0,0.0,0.0,0.25,0.0,0.0,0.75,5.0,18.0,45.0,4.0,6.5,12.0,Hardy aquarium plant. Tolerates a wider chemistry window than most fish.,Derived from plant catalog + aquarium chemistry rules
1034,Plant,Water Trumpet (Crypt Undulata),Cryptocoryne undulata,Araceae,Easy,Low,6.0,6.75,7.5,22.0,25.0,28.0,0.0,0.0,0.25,0.0,0.0,0.75,5.0,18.0,45.0,4.0,6.5,12.0,Hardy aquarium plant. Tolerates a wider chemistry window than most fish.,Derived from plant catalog + aquarium chemistry rules
1035,Plant,Lotus (Dwarf Aquatic),Nymphaea stellata,Nymphaeaceae,Moderate,Medium,6.0,6.75,7.5,22.0,25.0,28.0,0.0,0.0,0.2,0.0,0.0,0.5,5.0,15.0,40.0,4.0,6.5,12.0,Hardy aquarium plant. Tolerates a wider chemistry window than most fish.,Derived from plant catalog + aquarium chemistry rules
1036,Plant,Water Hyacinth,Eichhornia crassipes,Pontederiaceae,Easy,Low,6.0,6.75,7.5,20.0,25.0,30.0,0.0,0.0,0.3,0.0,0.0,0.75,5.0,20.0,60.0,3.5,6.5,12.0,Fast grower / floater — useful nitrate sink.,Derived from plant catalog + aquarium chemistry rules
1037,Plant,Pennywort (Brazilian),Hydrocotyle leucocephala,Araliaceae,Easy,Low,6.0,6.75,7.5,20.0,24.0,28.0,0.0,0.0,0.25,0.0,0.0,0.75,5.0,18.0,50.0,4.0,6.5,12.0,Fast grower / floater — useful nitrate sink.,Derived from plant catalog + aquarium chemistry rules
1038,Plant,Alternanthera Reineckii,Alternanthera reineckii,Amaranthaceae,Moderate,Medium,6.0,6.75,7.5,22.0,25.0,28.0,0.0,0.0,0.2,0.0,0.0,0.5,5.0,15.0,40.0,4.0,6.5,12.0,Hardy aquarium plant. Tolerates a wider chemistry window than most fish.,Derived from plant catalog + aquarium chemistry rules
1039,Plant,Micro Sword,Lilaeopsis brasiliensis,Apiaceae,Moderate,High,6.0,6.75,7.5,20.0,23.0,26.0,0.0,0.0,0.1,0.0,0.0,0.25,5.0,12.0,25.0,5.0,7.0,12.0,Sensitive foliage. Keep ammonia near 0 and nitrate moderate.,Derived from plant catalog + aquarium chemistry rules
1040,Plant,Bolbitis (African Fern),Bolbitis heudelotii,Dryopteridaceae,Moderate,Medium,6.0,6.75,7.5,22.0,25.0,28.0,0.0,0.0,0.2,0.0,0.0,0.5,5.0,15.0,40.0,4.0,6.5,12.0,Hardy aquarium plant. Tolerates a wider chemistry window than most fish.,Derived from plant catalog + aquarium chemistry rules
