SampleID,Species ID,Kind,Common Name,Scientific Name,Sensitivity,pH,Temperature,Ammonia,Nitrite,Nitrate,DissolvedO2,Quality,Failed Parameters,Primary Issue,Recommended Action,Action Priority,Min pH,Max pH,Min Temp (C),Max Temp (C),Max Safe Ammonia (ppm),Max Safe Nitrite (ppm),Max Safe Nitrate (ppm),Min Dissolved O2 (mg/L)
423,29,Fish,Molly,Poecilia sphenops,Low,8.3,24.2,0.002,0.002,4.6,9.1,excellent,,,Keep weekly testing and regular water changes.,low,7.0,8.5,22.0,28.0,0.02,0.02,20.0,6.6
424,29,Fish,Molly,Poecilia sphenops,Low,7.23,25.8,0.003,0.003,4.8,9.1,excellent,,,Keep weekly testing and regular water changes.,low,7.0,8.5,22.0,28.0,0.02,0.02,20.0,6.6
425,29,Fish,Molly,Poecilia sphenops,Low,7.68,25.3,0.016,0.012,18.5,8.2,good,,,Keep weekly testing and regular water changes.,low,7.0,8.5,22.0,28.0,0.02,0.02,20.0,6.6
426,29,Fish,Molly,Poecilia sphenops,Low,8.43,24.8,0.007,0.001,15.3,7.2,good,,,Keep weekly testing and regular water changes.,low,7.0,8.5,22.0,28.0,0.02,0.02,20.0,6.6
427,29,Fish,Molly,Poecilia sphenops,Low,7.27,27.6,0.009,0.013,17.6,7.8,good,,,Keep weekly testing and regular water changes.,low,7.0,8.5,22.0,28.0,0.02,0.02,20.0,6.6
428,29,Fish,Molly,Poecilia sphenops,Low,7.99,24.2,0.003,0.001,30.8,9.4,watch,Nitrate,Nitrate,"Do a 25–40% water change, vacuum the substrate, and add fast-growing plants.",medium,7.0,8.5,22.0,28.0,0.02,0.02,20.0,6.6
429,29,Fish,Molly,Poecilia sphenops,Low,6.75,24.8,0.003,0.001,6.7,9.3,watch,pH,pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,high,7.0,8.5,22.0,28.0,0.02,0.02,20.0,6.6
430,29,Fish,Molly,Poecilia sphenops,Low,6.8,24.2,0.001,0.002,4.2,9.0,watch,pH,pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,high,7.0,8.5,22.0,28.0,0.02,0.02,20.0,6.6
431,29,Fish,Molly,Poecilia sphenops,Low,8.0,20.0,0.002,0.004,3.7,8.5,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,7.0,8.5,22.0,28.0,0.02,0.02,20.0,6.6
432,29,Fish,Molly,Poecilia sphenops,Low,8.1,26.6,0.12,0.003,5.2,4.4,critical,"Ammonia, DissolvedO2",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,7.0,8.5,22.0,28.0,0.02,0.02,20.0,6.6
433,29,Fish,Molly,Poecilia sphenops,Low,7.17,26.6,0.306,0.351,6.9,11.1,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,7.0,8.5,22.0,28.0,0.02,0.02,20.0,6.6
434,29,Fish,Molly,Poecilia sphenops,Low,7.88,24.3,1.379,6.954,62.2,8.6,critical,"Ammonia, Nitrite, Nitrate",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,7.0,8.5,22.0,28.0,0.02,0.02,20.0,6.6
435,29,Fish,Molly,Poecilia sphenops,Low,8.37,23.3,0.31,0.48,6.8,8.7,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,7.0,8.5,22.0,28.0,0.02,0.02,20.0,6.6
436,30,Fish,Swordtail,Xiphophorus hellerii,Low,7.83,25.3,0.003,0.003,8.3,10.5,excellent,,,Keep weekly testing and regular water changes.,low,7.0,8.4,18.0,26.0,0.02,0.02,20.0,6.5
437,30,Fish,Swordtail,Xiphophorus hellerii,Low,7.13,24.5,0.001,0.0,5.8,11.4,excellent,,,Keep weekly testing and regular water changes.,low,7.0,8.4,18.0,26.0,0.02,0.02,20.0,6.5
438,30,Fish,Swordtail,Xiphophorus hellerii,Low,7.4,21.9,0.001,0.0,3.6,10.7,excellent,,,Keep weekly testing and regular water changes.,low,7.0,8.4,18.0,26.0,0.02,0.02,20.0,6.5
439,30,Fish,Swordtail,Xiphophorus hellerii,Low,8.15,19.6,0.001,0.001,3.3,10.1,excellent,,,Keep weekly testing and regular water changes.,low,7.0,8.4,18.0,26.0,0.02,0.02,20.0,6.5
440,30,Fish,Swordtail,Xiphophorus hellerii,Low,7.97,23.1,0.011,0.008,13.6,6.9,good,,,Keep weekly testing and regular water changes.,low,7.0,8.4,18.0,26.0,0.02,0.02,20.0,6.5
441,30,Fish,Swordtail,Xiphophorus hellerii,Low,8.29,24.0,0.016,0.013,16.9,8.2,good,,,Keep weekly testing and regular water changes.,low,7.0,8.4,18.0,26.0,0.02,0.02,20.0,6.5
442,30,Fish,Swordtail,Xiphophorus hellerii,Low,7.59,18.2,0.008,0.002,13.6,7.3,good,,,Keep weekly testing and regular water changes.,low,7.0,8.4,18.0,26.0,0.02,0.02,20.0,6.5
443,30,Fish,Swordtail,Xiphophorus hellerii,Low,8.06,22.6,0.001,0.003,26.6,8.3,watch,Nitrate,Nitrate,"Do a 25–40% water change, vacuum the substrate, and add fast-growing plants.",medium,7.0,8.4,18.0,26.0,0.02,0.02,20.0,6.5
444,30,Fish,Swordtail,Xiphophorus hellerii,Low,6.61,24.1,0.003,0.003,3.9,11.0,watch,pH,pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,high,7.0,8.4,18.0,26.0,0.02,0.02,20.0,6.5
445,30,Fish,Swordtail,Xiphophorus hellerii,Low,7.32,27.1,0.002,0.002,3.8,10.0,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,7.0,8.4,18.0,26.0,0.02,0.02,20.0,6.5
446,30,Fish,Swordtail,Xiphophorus hellerii,Low,8.78,25.1,0.001,0.001,4.9,11.3,watch,pH,pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,high,7.0,8.4,18.0,26.0,0.02,0.02,20.0,6.5
447,30,Fish,Swordtail,Xiphophorus hellerii,Low,8.22,20.6,0.12,0.002,5.0,2.8,critical,"Ammonia, DissolvedO2",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,7.0,8.4,18.0,26.0,0.02,0.02,20.0,6.5
448,30,Fish,Swordtail,Xiphophorus hellerii,Low,8.28,22.4,0.878,1.659,62.0,11.0,critical,"Ammonia, Nitrite, Nitrate",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,7.0,8.4,18.0,26.0,0.02,0.02,20.0,6.5
449,30,Fish,Swordtail,Xiphophorus hellerii,Low,7.13,19.1,0.31,1.648,5.7,9.4,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,7.0,8.4,18.0,26.0,0.02,0.02,20.0,6.5
450,30,Fish,Swordtail,Xiphophorus hellerii,Low,8.26,19.6,0.749,1.744,6.5,10.6,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,7.0,8.4,18.0,26.0,0.02,0.02,20.0,6.5
451,31,Fish,Endler's Livebearer,Poecilia wingei,Low,7.49,24.6,0.001,0.0,6.7,8.4,excellent,,,Keep weekly testing and regular water changes.,low,7.0,8.0,22.0,27.0,0.02,0.02,20.0,6.5
452,31,Fish,Endler's Livebearer,Poecilia wingei,Low,7.31,23.0,0.001,0.003,6.5,9.7,excellent,,,Keep weekly testing and regular water changes.,low,7.0,8.0,22.0,27.0,0.02,0.02,20.0,6.5
453,31,Fish,Endler's Livebearer,Poecilia wingei,Low,7.16,24.2,0.001,0.003,6.2,9.9,excellent,,,Keep weekly testing and regular water changes.,low,7.0,8.0,22.0,27.0,0.02,0.02,20.0,6.5
454,31,Fish,Endler's Livebearer,Poecilia wingei,Low,7.49,26.3,0.003,0.002,5.7,8.4,excellent,,,Keep weekly testing and regular water changes.,low,7.0,8.0,22.0,27.0,0.02,0.02,20.0,6.5
455,31,Fish,Endler's Livebearer,Poecilia wingei,Low,7.92,23.7,0.01,0.014,17.3,6.8,good,,,Keep weekly testing and regular water changes.,low,7.0,8.0,22.0,27.0,0.02,0.02,20.0,6.5
456,31,Fish,Endler's Livebearer,Poecilia wingei,Low,7.08,22.3,0.013,0.001,18.6,8.2,good,,,Keep weekly testing and regular water changes.,low,7.0,8.0,22.0,27.0,0.02,0.02,20.0,6.5
457,31,Fish,Endler's Livebearer,Poecilia wingei,Low,7.54,25.0,0.01,0.001,17.4,6.9,good,,,Keep weekly testing and regular water changes.,low,7.0,8.0,22.0,27.0,0.02,0.02,20.0,6.5
458,31,Fish,Endler's Livebearer,Poecilia wingei,Low,7.15,19.8,0.0,0.002,6.9,10.9,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,7.0,8.0,22.0,27.0,0.02,0.02,20.0,6.5
459,31,Fish,Endler's Livebearer,Poecilia wingei,Low,7.42,21.2,0.002,0.001,8.1,9.2,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,7.0,8.0,22.0,27.0,0.02,0.02,20.0,6.5
460,31,Fish,Endler's Livebearer,Poecilia wingei,Low,7.28,24.0,0.035,0.002,7.8,9.3,watch,Ammonia,Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,7.0,8.0,22.0,27.0,0.02,0.02,20.0,6.5
461,31,Fish,Endler's Livebearer,Poecilia wingei,Low,7.77,20.2,0.0,0.002,6.7,10.9,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,7.0,8.0,22.0,27.0,0.02,0.02,20.0,6.5
462,31,Fish,Endler's Livebearer,Poecilia wingei,Low,7.73,24.1,0.453,1.303,3.4,9.4,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,7.0,8.0,22.0,27.0,0.02,0.02,20.0,6.5
463,31,Fish,Endler's Livebearer,Poecilia wingei,Low,9.44,14.8,0.003,0.001,5.0,10.2,critical,"pH, Temperature",pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,critical,7.0,8.0,22.0,27.0,0.02,0.02,20.0,6.5
464,31,Fish,Endler's Livebearer,Poecilia wingei,Low,9.01,15.7,0.004,0.0,7.6,8.8,critical,"pH, Temperature",pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,critical,7.0,8.0,22.0,27.0,0.02,0.02,20.0,6.5
465,31,Fish,Endler's Livebearer,Poecilia wingei,Low,7.32,25.9,0.727,4.568,96.9,10.6,critical,"Ammonia, Nitrite, Nitrate",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,7.0,8.0,22.0,27.0,0.02,0.02,20.0,6.5
466,32,Fish,Angelfish,Pterophyllum scalare,Medium,6.44,25.1,0.003,0.004,3.3,10.7,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,24.0,29.0,0.02,0.02,20.0,6.4
467,32,Fish,Angelfish,Pterophyllum scalare,Medium,7.32,24.9,0.0,0.003,6.6,8.4,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,24.0,29.0,0.02,0.02,20.0,6.4
468,32,Fish,Angelfish,Pterophyllum scalare,Medium,7.2,26.6,0.004,0.004,7.4,10.0,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,24.0,29.0,0.02,0.02,20.0,6.4
469,32,Fish,Angelfish,Pterophyllum scalare,Medium,6.42,26.5,0.0,0.003,3.9,9.9,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,24.0,29.0,0.02,0.02,20.0,6.4
470,32,Fish,Angelfish,Pterophyllum scalare,Medium,6.1,25.6,0.009,0.009,17.7,6.7,good,,,Keep weekly testing and regular water changes.,low,6.0,7.5,24.0,29.0,0.02,0.02,20.0,6.4
471,32,Fish,Angelfish,Pterophyllum scalare,Medium,7.26,28.2,0.01,0.009,15.4,6.8,good,,,Keep weekly testing and regular water changes.,low,6.0,7.5,24.0,29.0,0.02,0.02,20.0,6.4
472,32,Fish,Angelfish,Pterophyllum scalare,Medium,6.79,24.6,0.016,0.013,17.9,7.5,good,,,Keep weekly testing and regular water changes.,low,6.0,7.5,24.0,29.0,0.02,0.02,20.0,6.4
473,32,Fish,Angelfish,Pterophyllum scalare,Medium,6.83,29.8,0.001,0.0,6.1,9.3,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.0,7.5,24.0,29.0,0.02,0.02,20.0,6.4
474,32,Fish,Angelfish,Pterophyllum scalare,Medium,5.73,25.6,0.001,0.0,5.1,11.2,watch,pH,pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,high,6.0,7.5,24.0,29.0,0.02,0.02,20.0,6.4
475,32,Fish,Angelfish,Pterophyllum scalare,Medium,6.99,23.1,0.001,0.003,6.8,10.1,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.0,7.5,24.0,29.0,0.02,0.02,20.0,6.4
476,32,Fish,Angelfish,Pterophyllum scalare,Medium,7.83,27.6,0.004,0.004,3.3,10.9,watch,pH,pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,high,6.0,7.5,24.0,29.0,0.02,0.02,20.0,6.4
477,32,Fish,Angelfish,Pterophyllum scalare,Medium,4.54,35.2,0.001,0.003,7.3,10.3,critical,"pH, Temperature",pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,critical,6.0,7.5,24.0,29.0,0.02,0.02,20.0,6.4
478,32,Fish,Angelfish,Pterophyllum scalare,Medium,6.63,26.7,0.12,0.003,7.9,3.0,critical,"Ammonia, DissolvedO2",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,24.0,29.0,0.02,0.02,20.0,6.4
479,32,Fish,Angelfish,Pterophyllum scalare,Medium,6.67,27.3,0.784,0.705,6.8,10.7,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,24.0,29.0,0.02,0.02,20.0,6.4
480,32,Fish,Angelfish,Pterophyllum scalare,Medium,6.75,26.8,0.12,0.003,6.4,3.7,critical,"Ammonia, DissolvedO2",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,24.0,29.0,0.02,0.02,20.0,6.4
481,33,Fish,Discus,Symphysodon aequifasciatus,High,6.54,30.7,0.001,0.002,2.7,10.3,excellent,,,Keep weekly testing and regular water changes.,low,5.5,7.0,28.0,32.0,0.01,0.01,10.0,6.8
482,33,Fish,Discus,Symphysodon aequifasciatus,High,5.58,30.4,0.001,0.001,2.9,11.0,excellent,,,Keep weekly testing and regular water changes.,low,5.5,7.0,28.0,32.0,0.01,0.01,10.0,6.8
483,33,Fish,Discus,Symphysodon aequifasciatus,High,6.49,29.4,0.002,0.001,4.2,11.5,excellent,,,Keep weekly testing and regular water changes.,low,5.5,7.0,28.0,32.0,0.01,0.01,10.0,6.8
484,33,Fish,Discus,Symphysodon aequifasciatus,High,6.81,30.7,0.001,0.0,3.0,10.9,excellent,,,Keep weekly testing and regular water changes.,low,5.5,7.0,28.0,32.0,0.01,0.01,10.0,6.8
485,33,Fish,Discus,Symphysodon aequifasciatus,High,6.28,31.4,0.004,0.003,8.0,7.7,good,,,Keep weekly testing and regular water changes.,low,5.5,7.0,28.0,32.0,0.01,0.01,10.0,6.8
486,33,Fish,Discus,Symphysodon aequifasciatus,High,5.68,28.7,0.008,0.003,6.6,7.0,good,,,Keep weekly testing and regular water changes.,low,5.5,7.0,28.0,32.0,0.01,0.01,10.0,6.8
487,33,Fish,Discus,Symphysodon aequifasciatus,High,6.21,28.8,0.007,0.006,7.2,7.9,good,,,Keep weekly testing and regular water changes.,low,5.5,7.0,28.0,32.0,0.01,0.01,10.0,6.8
488,33,Fish,Discus,Symphysodon aequifasciatus,High,7.34,29.5,0.002,0.001,3.9,9.3,watch,pH,pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,high,5.5,7.0,28.0,32.0,0.01,0.01,10.0,6.8
489,33,Fish,Discus,Symphysodon aequifasciatus,High,5.23,31.4,0.0,0.002,3.8,10.3,watch,pH,pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,high,5.5,7.0,28.0,32.0,0.01,0.01,10.0,6.8
490,33,Fish,Discus,Symphysodon aequifasciatus,High,6.28,34.2,0.002,0.001,4.0,10.5,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,5.5,7.0,28.0,32.0,0.01,0.01,10.0,6.8
491,33,Fish,Discus,Symphysodon aequifasciatus,High,6.26,26.4,0.0,0.002,3.7,11.2,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,5.5,7.0,28.0,32.0,0.01,0.01,10.0,6.8
492,33,Fish,Discus,Symphysodon aequifasciatus,High,4.63,13.0,0.002,0.0,2.4,9.9,critical,"pH, Temperature",pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,critical,5.5,7.0,28.0,32.0,0.01,0.01,10.0,6.8
493,33,Fish,Discus,Symphysodon aequifasciatus,High,6.61,30.8,0.462,1.173,4.0,11.0,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,5.5,7.0,28.0,32.0,0.01,0.01,10.0,6.8
494,33,Fish,Discus,Symphysodon aequifasciatus,High,5.3,15.5,0.002,0.001,3.7,8.9,critical,"pH, Temperature",pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,critical,5.5,7.0,28.0,32.0,0.01,0.01,10.0,6.8
495,33,Fish,Discus,Symphysodon aequifasciatus,High,9.35,12.9,0.001,0.0,4.0,8.6,critical,"pH, Temperature",pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,critical,5.5,7.0,28.0,32.0,0.01,0.01,10.0,6.8
496,34,Fish,German Blue Ram,Mikrogeophagus ramirezi,High,5.68,28.7,0.002,0.002,6.8,9.5,excellent,,,Keep weekly testing and regular water changes.,low,5.0,7.0,27.0,30.0,0.01,0.02,20.0,6.5
497,34,Fish,German Blue Ram,Mikrogeophagus ramirezi,High,5.37,28.2,0.002,0.002,4.6,9.8,excellent,,,Keep weekly testing and regular water changes.,low,5.0,7.0,27.0,30.0,0.01,0.02,20.0,6.5
498,34,Fish,German Blue Ram,Mikrogeophagus ramirezi,High,6.62,28.8,0.001,0.004,6.7,10.4,excellent,,,Keep weekly testing and regular water changes.,low,5.0,7.0,27.0,30.0,0.01,0.02,20.0,6.5
499,34,Fish,German Blue Ram,Mikrogeophagus ramirezi,High,5.43,27.8,0.002,0.002,5.4,10.2,excellent,,,Keep weekly testing and regular water changes.,low,5.0,7.0,27.0,30.0,0.01,0.02,20.0,6.5
500,34,Fish,German Blue Ram,Mikrogeophagus ramirezi,High,5.14,29.4,0.005,0.011,16.2,7.1,good,,,Keep weekly testing and regular water changes.,low,5.0,7.0,27.0,30.0,0.01,0.02,20.0,6.5
501,34,Fish,German Blue Ram,Mikrogeophagus ramirezi,High,5.08,29.4,0.004,0.001,17.5,7.3,good,,,Keep weekly testing and regular water changes.,low,5.0,7.0,27.0,30.0,0.01,0.02,20.0,6.5
502,34,Fish,German Blue Ram,Mikrogeophagus ramirezi,High,5.78,27.8,0.008,0.004,14.3,7.2,good,,,Keep weekly testing and regular water changes.,low,5.0,7.0,27.0,30.0,0.01,0.02,20.0,6.5
503,34,Fish,German Blue Ram,Mikrogeophagus ramirezi,High,5.45,25.8,0.0,0.001,5.4,11.2,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,5.0,7.0,27.0,30.0,0.01,0.02,20.0,6.5
504,34,Fish,German Blue Ram,Mikrogeophagus ramirezi,High,7.2,29.2,0.001,0.001,5.4,9.0,watch,pH,pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,high,5.0,7.0,27.0,30.0,0.01,0.02,20.0,6.5
505,34,Fish,German Blue Ram,Mikrogeophagus ramirezi,High,5.78,28.6,0.041,0.002,4.7,9.4,watch,Ammonia,Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,5.0,7.0,27.0,30.0,0.01,0.02,20.0,6.5
506,34,Fish,German Blue Ram,Mikrogeophagus ramirezi,High,5.67,28.6,0.001,0.0,27.7,8.9,watch,Nitrate,Nitrate,"Do a 25–40% water change, vacuum the substrate, and add fast-growing plants.",medium,5.0,7.0,27.0,30.0,0.01,0.02,20.0,6.5
507,34,Fish,German Blue Ram,Mikrogeophagus ramirezi,High,4.24,12.4,0.0,0.001,8.2,10.3,critical,"pH, Temperature",pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,critical,5.0,7.0,27.0,30.0,0.01,0.02,20.0,6.5
508,34,Fish,German Blue Ram,Mikrogeophagus ramirezi,High,5.86,28.1,1.021,2.586,76.6,11.2,critical,"Ammonia, Nitrite, Nitrate",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,5.0,7.0,27.0,30.0,0.01,0.02,20.0,6.5
509,34,Fish,German Blue Ram,Mikrogeophagus ramirezi,High,5.19,27.9,0.12,0.003,5.5,3.6,critical,"Ammonia, DissolvedO2",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,5.0,7.0,27.0,30.0,0.01,0.02,20.0,6.5
510,34,Fish,German Blue Ram,Mikrogeophagus ramirezi,High,6.91,29.0,0.966,7.075,71.1,10.9,critical,"Ammonia, Nitrite, Nitrate",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,5.0,7.0,27.0,30.0,0.01,0.02,20.0,6.5
511,35,Fish,Kribensis,Pelvicachromis pulcher,Low,6.77,26.1,0.002,0.003,7.4,11.5,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,24.0,27.0,0.02,0.02,20.0,6.4
512,35,Fish,Kribensis,Pelvicachromis pulcher,Low,6.41,25.9,0.003,0.004,7.9,10.1,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,24.0,27.0,0.02,0.02,20.0,6.4
513,35,Fish,Kribensis,Pelvicachromis pulcher,Low,6.86,24.9,0.004,0.001,7.0,10.9,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,24.0,27.0,0.02,0.02,20.0,6.4
514,35,Fish,Kribensis,Pelvicachromis pulcher,Low,6.67,25.0,0.001,0.003,5.9,8.5,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,24.0,27.0,0.02,0.02,20.0,6.4
515,35,Fish,Kribensis,Pelvicachromis pulcher,Low,7.07,24.8,0.016,0.004,14.2,6.7,good,,,Keep weekly testing and regular water changes.,low,6.0,7.5,24.0,27.0,0.02,0.02,20.0,6.4
516,35,Fish,Kribensis,Pelvicachromis pulcher,Low,6.77,25.4,0.015,0.007,15.1,7.0,good,,,Keep weekly testing and regular water changes.,low,6.0,7.5,24.0,27.0,0.02,0.02,20.0,6.4
517,35,Fish,Kribensis,Pelvicachromis pulcher,Low,6.43,26.7,0.009,0.014,15.0,6.7,good,,,Keep weekly testing and regular water changes.,low,6.0,7.5,24.0,27.0,0.02,0.02,20.0,6.4
518,35,Fish,Kribensis,Pelvicachromis pulcher,Low,5.52,24.7,0.003,0.002,5.0,10.5,watch,pH,pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,high,6.0,7.5,24.0,27.0,0.02,0.02,20.0,6.4
519,35,Fish,Kribensis,Pelvicachromis pulcher,Low,7.37,23.1,0.003,0.003,5.8,10.6,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.0,7.5,24.0,27.0,0.02,0.02,20.0,6.4
520,35,Fish,Kribensis,Pelvicachromis pulcher,Low,7.1,29.7,0.0,0.003,8.1,9.0,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.0,7.5,24.0,27.0,0.02,0.02,20.0,6.4
521,35,Fish,Kribensis,Pelvicachromis pulcher,Low,7.37,23.2,0.001,0.003,4.4,9.3,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.0,7.5,24.0,27.0,0.02,0.02,20.0,6.4
522,35,Fish,Kribensis,Pelvicachromis pulcher,Low,6.29,25.6,0.163,0.701,7.2,9.6,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,24.0,27.0,0.02,0.02,20.0,6.4
523,35,Fish,Kribensis,Pelvicachromis pulcher,Low,10.12,35.8,0.0,0.001,6.7,10.3,critical,"pH, Temperature",pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,critical,6.0,7.5,24.0,27.0,0.02,0.02,20.0,6.4
524,35,Fish,Kribensis,Pelvicachromis pulcher,Low,6.16,25.4,0.846,5.995,79.5,10.5,critical,"Ammonia, Nitrite, Nitrate",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,24.0,27.0,0.02,0.02,20.0,6.4
525,35,Fish,Kribensis,Pelvicachromis pulcher,Low,6.12,25.9,0.945,5.058,71.2,11.4,critical,"Ammonia, Nitrite, Nitrate",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,24.0,27.0,0.02,0.02,20.0,6.4
526,36,Fish,Electric Yellow Cichlid,Labidochromis caeruleus,Medium,7.93,25.4,0.001,0.002,6.8,8.4,excellent,,,Keep weekly testing and regular water changes.,low,7.5,8.5,24.0,27.0,0.02,0.02,20.0,6.5
527,36,Fish,Electric Yellow Cichlid,Labidochromis caeruleus,Medium,8.25,25.1,0.003,0.003,6.6,10.3,excellent,,,Keep weekly testing and regular water changes.,low,7.5,8.5,24.0,27.0,0.02,0.02,20.0,6.5
528,36,Fish,Electric Yellow Cichlid,Labidochromis caeruleus,Medium,8.39,25.5,0.003,0.003,4.4,9.2,excellent,,,Keep weekly testing and regular water changes.,low,7.5,8.5,24.0,27.0,0.02,0.02,20.0,6.5
529,36,Fish,Electric Yellow Cichlid,Labidochromis caeruleus,Medium,7.94,25.1,0.001,0.002,6.3,9.0,excellent,,,Keep weekly testing and regular water changes.,low,7.5,8.5,24.0,27.0,0.02,0.02,20.0,6.5
530,36,Fish,Electric Yellow Cichlid,Labidochromis caeruleus,Medium,8.29,25.3,0.014,0.001,15.8,6.7,good,,,Keep weekly testing and regular water changes.,low,7.5,8.5,24.0,27.0,0.02,0.02,20.0,6.5
531,36,Fish,Electric Yellow Cichlid,Labidochromis caeruleus,Medium,8.17,25.1,0.016,0.005,16.4,7.1,good,,,Keep weekly testing and regular water changes.,low,7.5,8.5,24.0,27.0,0.02,0.02,20.0,6.5
532,36,Fish,Electric Yellow Cichlid,Labidochromis caeruleus,Medium,8.12,25.4,0.011,0.003,13.7,6.9,good,,,Keep weekly testing and regular water changes.,low,7.5,8.5,24.0,27.0,0.02,0.02,20.0,6.5
